exptime_dark,exptime_bright,t_interexp_normal,t_interexp_same_field,jacoby_seeing,area.M1_diameter,area.obscuration_diameter,area.M2_support_width,area.geometric_area,fibers.diameter_um,fibers.diameter_arcsec,positioners.radius_max,positioners.radius_min,spectro.fiber_spacing,spectro.fiber_group_spacing,spectro.fibers_per_group,spectro.groups_per_ccd,spectro.nfibers,ccd.b.pixsize,ccd.b.npix_x,ccd.b.npix_y,ccd.b.prescanpixels,ccd.b.keepoutpixels,ccd.b.readnoise,ccd.b.darkcurrent,ccd.b.gain,ccd.r.pixsize,ccd.r.npix_x,ccd.r.npix_y,ccd.r.prescanpixels,ccd.r.keepoutpixels,ccd.r.thickness,ccd.r.readnoise,ccd.r.darkcurrent,ccd.r.gain,ccd.z.pixsize,ccd.z.npix_x,ccd.z.npix_y,ccd.z.prescanpixels,ccd.z.keepoutpixels,ccd.z.thickness,ccd.z.readnoise,ccd.z.darkcurrent,ccd.z.gain
1000.0,300.0,120,60,0.219,3.797,1.8,0.03,8.658739421,107.0,1.52,6.0,0.1,0.23,0.556,25,20,500,15.0,4096,4096,4,5,3.29,1.89,1.0,15.0,4114,4128,7,20,250,2.69,1.14,1.0,15.0,4114,4128,7,20,250,2.69,1.14,1.0
